Date,Type,Transaction ID,Received Quantity,Received Currency,Received Cost Basis (CAD),Received Wallet,Received Address,Received Comment,Received Ignored,Sent Quantity,Sent Currency,Sent Cost Basis (CAD),Sent Wallet,Sent Address,Sent Comment,Sent Ignored,Fee Amount,Fee Currency,Fee Cost Basis (CAD),Fee Ignored,Realized Return (CAD),Fee Realized Return (CAD)
01/12/2024 18:17:39,BUY,7e0607e1-9c20-4478-9c38-181e1444e843,2000000000.0,KRL,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 18:14:08,BUY,86a6df0f-02f6-40d5-969c-611ad7d01017,3000000000.0,BICO,...,Coinbase PRQ Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase BADGER Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 18:14:08,BUY,efdd3b41-fa6f-40e2-bc0c-70aeb0531136,3000000000.0,BICO,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 18:09:17,BUY,c55db3d6-8876-4e5c-b11b-544947e7bb20,2000000000.0,PRO,...,Coinbase FORTH Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase GTC Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 18:09:17,BUY,e333cf84-7271-4959-a418-65aed313bbc5,2000000000.0,PRO,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 18:00:38,BUY,1641618e-0017-4346-a380-5b7e26b72b5a,100000000000.0,DGB,...,Coinbase LIT Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase IDEX Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 18:00:38,BUY,b036da70-934a-480c-8762-26c483c4a185,100000000000.0,DGB,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 17:56:28,BUY,23b95c7b-742a-4c20-9e55-9659472dbd71,20000000000.0,FOX,...,Coinbase INDEX Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase AUCTION Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 17:56:28,BUY,272b71ff-9cea-4012-a69b-dbfc15191de7,20000000000.0,FOX,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 17:51:08,BUY,0cd80704-590b-4328-a079-29f09bbfdaa2,80000000000.0,CELR,...,Coinbase COVAL Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase BAT Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 17:51:08,BUY,394edfa2-da5a-4c83-a830-63bbd706e0fd,80000000000.0,CELR,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 17:43:58,BUY,b000dcfd-3372-4ed2-ba6c-a0b1ce42e802,2000000000.0,MTL,...,Coinbase TRAC Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase ERN Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 17:43:58,BUY,b68eda95-170b-4ba4-9e0b-88948b528694,2000000000.0,MTL,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 17:39:53,BUY,60475110-aad7-4182-aec3-0f5e465d34b8,10000000000.0,PRQ,...,Coinbase FX Wallet,,Stock control suppervisor ,,10000000.0,USD,...,Coinbase CLV Wallet,,Stock  control suppervisor,,,,...,,...,...
01/12/2024 17:39:53,BUY,fc77faa1-eefc-4988-98e9-45782ab45e95,10000000000.0,PRQ,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 17:36:13,BUY,ca833832-8c28-4014-ba9a-b753c513a8ed,500000000.0,ORDI,...,Coinbase CRO Wallet,,Stock control suppervisor,,1000000.0,USD,...,Coinbase KRL Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 17:36:13,BUY,ea67bdee-4e06-4d46-b1b6-9ecf1b782c9e,500000000.0,ORDI,...,Coinbase,,,,1000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 17:32:06,BUY,0c093285-9d1a-4a0c-8bb7-9f98f2b25415,5000000000.0,ASTR,...,Coinbase WAMPL Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase JUP Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 17:32:06,BUY,c2e03ad4-cc80-4a29-89f9-f836e89ee6c7,5000000000.0,ASTR,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 17:28:16,BUY,21ee5c6b-e239-4cc0-b075-7d09ccbfe32b,100000000000.0,MED,...,Coinbase AURORA Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase OGN Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 17:28:16,BUY,08cff4d1-c769-4bd1-9c86-14c2856537c5,100000000000.0,MED,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 17:25:25,BUY,66eba0f4-847b-4889-a4a9-80361a96f16f,1000000000.0,GAL,...,Coinbase MDT Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase MNDE Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 17:25:25,BUY,4b265193-59eb-4207-9b14-7d059897be43,1000000000.0,GAL,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 17:19:40,BUY,f1c5a4b4-60cf-44c8-be20-f0fd5e6d454b,30000000000.0,GALA,...,Coinbase DIA Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase SUPER Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 17:19:40,BUY,e4decd03-f970-4ff9-9ab6-977507c05583,30000000000.0,GALA,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 17:16:42,BUY,d98a9bf8-cdd3-45d6-8811-c8e0e967dfa8,10000000000.0,HOPR,...,Coinbase RARI Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase GHST Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 17:16:42,BUY,1ec03349-9223-4a43-b90b-bdadb11155e4,10000000000.0,HOPR,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 17:12:43,BUY,3bce4c09-6448-40cf-9e0a-2ff4012652f1,30000000000.0,MDT,...,Coinbase UPI Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase TIME Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 17:12:43,BUY,3eda80f9-014c-4bf6-b6c9-2098ad50372f,30000000000.0,MDT,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 17:01:06,BUY,681cb898-b217-4eae-8bd0-8b694375317b,60000000000.0,POND,...,Coinbase RLY Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase LQTY Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 17:01:06,BUY,36be00cf-c801-4685-a4f6-edf3cadcc45b,60000000000.0,POND,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 16:58:32,BUY,699ff392-c04a-4948-90e1-264970246cb6,1000000000.0,UMA,...,Coinbase POND Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase MXC Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 16:58:32,BUY,0b1fe334-61a8-4cc9-9080-2f3a7d093f50,1000000000.0,UMA,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 16:55:04,BUY,202695f8-2efd-4349-aabf-2f1980e90661,1000000000.0,HIGH,...,Coinbase LOOM Wallet,,Stock control  suppervisor,,10000000.0,USD,...,Coinbase MEDIA Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 16:55:04,BUY,732dbe8f-e042-4508-bc16-0592aee068e6,1000000000.0,HIGH,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 16:50:37,BUY,2956e69b-0a3a-4457-bb45-fde392ed4a64,30000000000.0,COTI,...,Coinbase CTX Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase TRIBE Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 16:50:37,BUY,3d30e3ba-32c8-4244-a2b5-c82440c89dc6,30000000000.0,COTI,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 16:45:22,BUY,42d402bf-5053-4d89-87d2-bd0eb7444086,6000000000.0,POLY,...,Coinbase XYO Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase XYO Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 16:45:22,BUY,c4a450fc-1fc8-40e6-96f5-cd58363fe896,6000000000.0,POLY,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 16:40:05,BUY,cc94d7a8-99d8-406f-8f09-b8184540cc7f,200000000000.0,SHPING,...,Coinbase HOPR Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase API3 Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 16:40:05,BUY,4e843cdf-513a-4614-9c93-ca71652539b9,200000000000.0,SHPING,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 16:36:24,BUY,e71c8f13-ddc0-4acf-b608-d11a266c3949,30000000000.0,RVN,...,Coinbase DEXT Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase GAL Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 16:36:24,BUY,94efe485-b603-4b88-a5eb-df5f8076fcbe,30000000000.0,RVN,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 16:32:40,BUY,ec625387-c341-4383-809b-9eef9473c0d4,5000000000.0,RDNT,...,Coinbase ARPA Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase BOND Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 16:32:40,BUY,73afc2fa-f4fb-4571-886f-a5608d12eb37,5000000000.0,RDNT,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 16:29:42,BUY,fbe053bf-9c0e-4fcf-aea1-b64dbc8525ac,1000000000.0,API3,...,Coinbase AGLD Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase MATH Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 16:29:42,BUY,0416d086-e0c3-4a23-891b-8ade267698cd,1000000000.0,API3,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 16:25:22,BUY,f3f10d6c-93cc-4cab-b461-807f4cdb2ace,10000000000.0,NKN,...,Coinbase PRO Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase SUKU Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 16:25:22,BUY,ead37b4c-ca24-4064-a4e1-7e18ac227d71,10000000000.0,NKN,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 16:21:06,BUY,2a1d0024-93b5-4cd4-8731-1b23ccb0c6c9,50000000000.0,XRD,...,Coinbase FARM Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase MLN Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 16:21:06,BUY,e40cc049-7b42-4ca6-bb74-8a4fc985919e,50000000000.0,XRD,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 16:17:45,BUY,267ef75f-c0ee-4b6a-9d62-d027a307abc2,7000000000.0,MATH,...,Coinbase UNFI Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase FARM Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 16:17:45,BUY,a4fd04e8-5a40-4a9b-95ad-1aa31969f3e7,7000000000.0,MATH,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 16:12:49,BUY,5cffac8e-a374-4404-8aa7-2fc0403ce7dd,100000000.0,TIME,...,Coinbase AVT Wallet,,Stock control suppervisor,,1000000.0,USD,...,Coinbase ABT Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 16:12:49,BUY,4c3e9e34-3fb0-4d2c-be0d-6233db61d6d4,100000000.0,TIME,...,Coinbase,,,,1000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 16:09:59,BUY,7b3d1a45-9731-410b-8f41-ca9169e3d4e4,2000000000.0,DYP,...,Coinbase REN Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase SNT Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 16:09:59,BUY,a72360f1-d087-405d-be6a-172c14d1a684,2000000000.0,DYP,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 16:06:05,BUY,8fd27fbd-8e0b-4eba-ac97-993cc3b16603,100000000000.0,XYO,...,Coinbase LOKA Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase ALEPH Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 16:06:05,BUY,21baae30-ea85-4d1a-9a35-33ccb7554de9,100000000000.0,XYO,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 16:02:43,BUY,815cba7a-8cb4-4aa1-9505-3bb4c75e439d,2000000000.0,BLZ,...,Coinbase NU Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase TONE Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 16:02:43,BUY,4b557d1c-8885-4cf3-bf13-ce9264b18603,2000000000.0,BLZ,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 15:59:01,BUY,301f2377-4e2b-4989-889d-4ccde43168cf,4000000000.0,MNDE,...,Coinbase C98 Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase DESO Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 15:59:01,BUY,bd81855d-2ba5-431b-8e2e-f5e68d047f06,4000000000.0,MNDE,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 15:55:42,BUY,a3961fba-cf1b-4a7a-9cd2-0ee76feea861,1000000000.0,AVT,...,Coinbase SHPING Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase REP Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 15:55:42,BUY,9a754092-c6e9-4a46-8d9d-24a03d8f5a55,1000000000.0,AVT,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 15:52:08,BUY,a3745009-5e13-4d0f-bb92-770d602d3c0c,200000000.0,FARM,...,Coinbase ALCX Wallet,,Stock control suppervisor,,1000000.0,USD,...,Coinbase HIGH Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 15:52:08,BUY,3f5b3624-b3e7-4d6d-a13b-21d727c41aec,200000000.0,FARM,...,Coinbase,,,,1000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 15:40:58,BUY,673037c5-ccbf-4ce7-8067-26c838e36825,10000000000.0,CHZ,...,Coinbase PERP Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase MONA Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 15:40:58,BUY,249b3ce6-8499-4b00-be34-540aded0ccad,10000000000.0,CHZ,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 15:38:39,BUY,3419d2c9-bd47-47c0-9193-055187025868,1000000000.0,MLN,...,Coinbase ALICE Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase MPL Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 15:38:39,BUY,30b4a2bd-8ff0-4386-867a-aa25d6dcbc7e,1000000000.0,MLN,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 15:36:05,BUY,66edacdd-f754-4107-920a-af7478a51322,1000000000.0,MUSE,...,Coinbase INV Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase ATA Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 15:36:05,BUY,c9c95a92-ee6b-4e9e-9b28-0627b67ea2f4,1000000000.0,MUSE,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 15:31:44,BUY,4ec2b159-9db8-4583-8d74-c8f3a648032a,10000000000.0,SUKU,...,Coinbase BLZ Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase RGT Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 15:31:44,BUY,93d2ec8b-80b6-4753-a206-4d384151813f,10000000000.0,SUKU,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 15:28:32,BUY,3c34a6e9-b141-43dc-9487-9e0dacc0bcf7,10000000000.0,ARPA,...,Coinbase MTL Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase AIOZ Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 15:28:32,BUY,7b51722c-20f2-4eb9-b1db-82391d653ea3,10000000000.0,ARPA,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 15:24:37,BUY,94a96a4f-dbf8-4ac4-a09d-c9049dea1e4e,1000000000.0,UNFI,...,Coinbase POLS Wallet,,Stock  control suppervisor,,10000000.0,USD,...,Coinbase CVX Wallet,,Stock contol suppervisor,,,,...,,...,...
01/12/2024 15:24:37,BUY,1aaa9f15-1020-4e5c-a7c4-5af39fcbed96,1000000000.0,UNFI,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 15:21:14,BUY,a963adec-84c3-4e25-af36-54bd3f70d6f9,1000000000.0,TON,...,Coinbase BAND Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase MUSE Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 15:21:14,BUY,46a097cb-b06c-4686-9f86-ec1c029cecb8,1000000000.0,TON,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 15:18:36,BUY,f234b2df-ce8d-4afe-b30f-052257b16d0a,1000000000.0,BAND,...,Coinbase BOBA Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase CELR Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 15:18:36,BUY,0a95c9da-1907-460b-9a4c-de8ef0a55f72,1000000000.0,BAND,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 15:15:17,BUY,2bb8d951-1f6d-4696-8f7d-3e20ca97734a,2000000000.0,OCEAN,...,Coinbase QI Wallet,,Stock  control suppervisor,,10000000.0,USD,...,Coinbase POWR Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 15:15:17,BUY,30f9a344-6973-43e7-a089-b7236100bb0a,2000000000.0,OCEAN,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 15:12:21,BUY,91eb8f29-efca-4495-8663-8608132ffc81,8000000000.0,OXT,...,Coinbase TRU Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase DNT Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 15:12:21,BUY,028402c9-fb78-48f8-90bc-7ace80f68286,8000000000.0,OXT,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 15:09:28,BUY,b347879c-ebb6-4579-b0a2-fa1720342087,1000000000.0,FRAX,...,Coinbase METIS Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase KEEP Wallet,,Stock  control suppervisor,,,,...,,...,...
01/12/2024 15:09:28,BUY,23ffd267-3b60-4c5a-b1be-bec99bab96dc,1000000000.0,FRAX,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 15:06:20,BUY,82bd44f4-5f48-4104-b02c-5d3c6fba4ca4,1000000000.0,FXS,...,Coinbase SWFTC Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase HFT Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 15:06:20,BUY,c5b93f95-6fbe-4f0d-96e8-2b4f3eadaa85,1000000000.0,FXS,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 15:03:07,BUY,778fee2d-6f9e-4d92-a9b4-d858e4d0ef3d,1000000000.0,FIL,...,Coinbase T Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase AERGO Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 15:03:07,BUY,4decf154-82a9-45c8-a96f-18575b9c6ee6,1000000000.0,FIL,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 15:00:04,BUY,bc789a1a-e5bd-4296-99d8-d29e4bbc6fed,1000000000.0,FLOW,...,Coinbase SPELL Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase QUICK Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 15:00:04,BUY,7c83eade-7a6d-44b0-b6ed-4fb3584ea75a,1000000000.0,FLOW,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 14:56:26,BUY,6ec6b4b3-7c08-4bbe-b9b2-895a794652c5,2000000000.0,FTM,...,Coinbase GST Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase LCX Wallet,,Stock  control suppervisor,,,,...,,...,...
01/12/2024 14:56:26,BUY,1ab03321-d7e3-47e3-87f3-147ad7e7b0cd,2000000000.0,FTM,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 14:52:23,BUY,1038a40f-e51f-4b6d-b7cf-25785d0aa645,2000000000.0,WBONES,...,Coinbase PNG Wallet,,Stock control suppervisor,,10000000.0,USD,...,Coinbase GNT Wallet,,Stock control suppervisor,,,,...,,...,...
01/12/2024 14:52:23,BUY,2502b863-cdb5-4c67-99ef-b218baafd94a,2000000000.0,WBONES,...,Coinbase,,,,10000000.0,USD,...,Coinbase,,,,,,...,,...,...
01/12/2024 14:48:42,BUY,5621f39a-6f54-4995-a525-727cd61297f3,3000000000.0,WOO,...,Coinbase DAR Wallet,,Stock  control suppervisor,,10000000.0,USD,...,Coinbase GODS Wallet,,Stock control suppervisor,,,,...,,...,...
